malloc, 32, 164.000000, 32, 4128, 64
malloc, 64, 55.000000, 96, 4128, 96
malloc, 128, 39.000000, 224, 4128, 128
malloc, 256, 40.000000, 480, 4128, 160
malloc, 512, 49.000000, 992, 4128, 192
malloc, 1024, 58.000000, 2016, 4128, 224
malloc, 2048, 3697.000000, 4064, 8224, 288
malloc, 4096, 2629.000000, 8160, 16480, 352
malloc, 8192, 2427.000000, 16352, 32928, 416
malloc, 32, 100.000000, 16384, 32928, 448
malloc, 64, 88.000000, 16448, 32928, 480
malloc, 128, 76.000000, 16576, 32928, 512
malloc, 256, 91.000000, 16832, 32928, 544
malloc, 512, 71.000000, 17344, 32928, 576
malloc, 1024, 87.000000, 18368, 32928, 608
malloc, 2048, 87.000000, 20416, 32928, 640
malloc, 4096, 824.000000, 24512, 32928, 672
malloc, 8192, 2635.000000, 32704, 49376, 736
malloc, 32, 106.000000, 32736, 49376, 768
malloc, 64, 87.000000, 32800, 49376, 800
malloc, 128, 94.000000, 32928, 49376, 832
malloc, 256, 105.000000, 33184, 49376, 864
malloc, 512, 98.000000, 33696, 49376, 896
malloc, 1024, 102.000000, 34720, 49376, 928
malloc, 2048, 98.000000, 36768, 49376, 960
malloc, 4096, 930.000000, 40864, 49376, 992
malloc, 8192, 3610.000000, 49056, 65824, 1056
malloc, 32, 124.000000, 49088, 65824, 1088
malloc, 64, 166.000000, 49152, 65824, 1120
malloc, 128, 145.000000, 49280, 65824, 1152
malloc, 256, 198.000000, 49536, 65824, 1184
malloc, 512, 145.000000, 50048, 65824, 1216
malloc, 1024, 149.000000, 51072, 65824, 1248
malloc, 2048, 141.000000, 53120, 65824, 1280
malloc, 4096, 938.000000, 57216, 65824, 1312
malloc, 8192, 2523.000000, 65408, 82272, 1376
malloc, 32, 125.000000, 65472, 82272, 1376
malloc, 64, 132.000000, 65536, 82272, 1408
malloc, 128, 205.000000, 65664, 82272, 1440
malloc, 256, 172.000000, 65920, 82272, 1472
malloc, 512, 180.000000, 66432, 82272, 1504
malloc, 1024, 187.000000, 67456, 82272, 1536
malloc, 2048, 197.000000, 69504, 82272, 1568
malloc, 4096, 1133.000000, 73600, 82272, 1600
malloc, 8192, 2590.000000, 81792, 98720, 1664
malloc, 32, 187.000000, 81824, 98720, 1696
malloc, 64, 197.000000, 81888, 98720, 1728
malloc, 128, 150.000000, 82016, 98720, 1760
malloc, 256, 210.000000, 82272, 98720, 1792
malloc, 512, 231.000000, 82784, 98720, 1824
malloc, 1024, 212.000000, 83808, 98720, 1856
malloc, 2048, 242.000000, 85856, 98720, 1888
malloc, 4096, 1029.000000, 89952, 98720, 1920
malloc, 8192, 2538.000000, 98144, 115168, 1984
malloc, 32, 178.000000, 98208, 115168, 1984
malloc, 64, 190.000000, 98272, 115168, 2016
malloc, 128, 242.000000, 98400, 115168, 2048
malloc, 256, 255.000000, 98656, 115168, 2080
malloc, 512, 251.000000, 99168, 115168, 2112
malloc, 1024, 269.000000, 100192, 115168, 2144
malloc, 2048, 279.000000, 102240, 115168, 2176
malloc, 4096, 1030.000000, 106336, 115168, 2208
malloc, 8192, 2574.000000, 114528, 131616, 2272
malloc, 32, 217.000000, 114560, 131616, 2304
malloc, 64, 210.000000, 114656, 131616, 2304
malloc, 128, 246.000000, 114784, 131616, 2336
malloc, 256, 318.000000, 115040, 131616, 2368
malloc, 512, 315.000000, 115552, 131616, 2400
malloc, 1024, 311.000000, 116576, 131616, 2432
malloc, 2048, 318.000000, 118624, 131616, 2464
